NO,共通ID,都道府県名及び市町村名,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
191,E0110000355202,北海道札幌市,本町小学校,北海道札幌市東区本町二条7-1-30,1,,,1,,1,,,1,43.076304300967,141.39315962581,
192,E0110000357202,北海道札幌市,常盤中学校,北海道札幌市南区常盤二条2-21-1,,1,,1,,1,,,1,42.94649159788,141.34837080182,
193,E0110000358202,北海道札幌市,芸術の森小学校,北海道札幌市南区常盤二条3-1,1,1,,1,1,1,,,1,42.9464632888516,141.349990032111,
194,E0110000687201,北海道札幌市,駒岡清掃工場,北海道札幌市南区真駒内129-3,1,1,,1,,1,,,1,42.962535,141.354915,
195,E0110000361201,北海道札幌市,駒岡小学校,北海道札幌市南区真駒内143,,,,,,1,,,1,42.957692340427,141.35868078231,
196,E0110000363201,北海道札幌市,真駒内公園,北海道札幌市南区真駒内公園,,,,,,1,,,,42.996952904319,141.34766528496,
197,E0110000366202,北海道札幌市,真駒内中学校,北海道札幌市南区真駒内幸町3-1-1,1,1,,1,,1,,,1,42.989558515587,141.3567829398,
198,E0110000367202,北海道札幌市,真駒内公園小学校,北海道札幌市南区真駒内曙町2-1-1,1,1,,1,,1,,,1,43.000476180175,141.34949281263,
199,E0110000368202,北海道札幌市,真駒内曙中学校,北海道札幌市南区真駒内曙町2-1-2,1,1,,1,,1,,,1,42.999434181991,141.35006592507,
200,E0110000369202,北海道札幌市,真駒内桜山小学校,北海道札幌市南区真駒内泉町3-13-1,1,1,,1,,1,,,1,42.985006808259,141.35489900027,
201,E0110000377202,北海道札幌市,澄川南小学校,北海道札幌市南区澄川五条13-7-1,1,1,,1,,1,,,1,42.993248608016,141.36853493932,
202,E0110000378202,北海道札幌市,澄川小学校,北海道札幌市南区澄川五条4-1-1,1,1,,1,,1,,,1,43.012738851745,141.37074514529,
203,E0110000373202,北海道札幌市,澄川西小学校,北海道札幌市南区澄川二条5-7-2,,,,1,,1,,,1,43.010352910993,141.36210524725,
204,E0110000380202,北海道札幌市,澄川中学校,北海道札幌市南区澄川六条6-1-10,1,1,,1,,1,,,1,43.007607005899,141.37288257171,
205,E0110000385202,北海道札幌市,藤の沢小学校,北海道札幌市南区石山528,1,1,,1,,1,,,1,42.957991171552,141.31286610852,
206,E0110000381201,北海道札幌市,札幌啓北商業高等学校,北海道札幌市南区石山一条2,,,,,,1,,,1,42.974271245825,141.34036483395,
207,E0110000382202,北海道札幌市,石山緑小学校,北海道札幌市南区石山一条4-1-1,,,,1,,1,,,1,42.966719132332,141.33151081938,
208,E0110000384202,北海道札幌市,石山中学校,北海道札幌市南区石山二条8-7-1,1,1,,1,,1,,,1,42.959127491755,141.31751706869,
209,E0110000391201,北海道札幌市,札幌藻岩高等学校,北海道札幌市南区川沿三条2,,,,,,1,,,1,42.996855552602,141.33460230041,
210,E0110000392201,北海道札幌市,南区体育館,北海道札幌市南区川沿四条2-2-1,1,1,,1,,,,,1,42.995362105621,141.33329161129,
211,E0110000393202,北海道札幌市,藻岩小学校,北海道札幌市南区川沿七条2-3-1,1,1,,1,,1,,,1,42.988419991536,141.33307891211,
212,E0110000394202,北海道札幌市,藻岩中学校,北海道札幌市南区川沿七条3-4-1,1,1,,1,,1,,,1,42.988188329964,141.33079949993,
213,E0110000389202,北海道札幌市,藻岩南小学校,北海道札幌市南区川沿十八条2-1-15,1,1,,1,,1,,,1,42.972972486551,141.3321865679,
214,E0110000390202,北海道札幌市,藻岩北小学校,北海道札幌市南区川沿二条3-7-1,1,1,,1,,1,,,1,42.999132942109,141.3299841489,
215,E0110000399202,北海道札幌市,義務教育学校定山渓学園,北海道札幌市南区定山渓温泉西1,1,1,,1,,1,,,1,42.972149970054,141.17128037434,
216,E0110000409202,北海道札幌市,藤野中学校,北海道札幌市南区藤野五条6-456-3,1,1,,1,,1,,,1,42.95529487625,141.29220435929,
217,E0110000406201,北海道札幌市,藤野公園,北海道札幌市南区藤野三条10,,,,,,1,,,,42.959823485574,141.28203051618,
218,E0110000407202,北海道札幌市,藤野南小学校,北海道札幌市南区藤野四条6-295-17,1,1,,1,,1,,,1,42.95732719401,141.29541995294,
219,E0110000404202,北海道札幌市,藤野小学校,北海道札幌市南区藤野二条7-7-1,1,1,,1,,1,,,1,42.963997186122,141.29273069839,
220,E0110000411202,北海道札幌市,南小学校,北海道札幌市南区南三十一条西9-2-1,1,1,,1,,1,,,1,43.016791771597,141.34913325847,
221,E0110000417202,北海道札幌市,南の沢小学校,北海道札幌市南区南沢三条2-18-1,,1,,1,,1,,,1,42.987301692277,141.31905315696,
222,E0110000416202,北海道札幌市,南が丘中学校,北海道札幌市南区南沢二条1-17-1,1,1,,1,,1,,,1,42.984913196167,141.32524143807,
223,E0110000420201,北海道札幌市,豊滝除雪ステーション,北海道札幌市南区豊滝424-1,1,1,,1,,1,,,,42.957112296744,141.23798311524,
224,E0110000422202,北海道札幌市,北の沢小学校,北海道札幌市南区北ノ沢1727,,1,,1,,1,,,1,43.003708042337,141.31715433394,
225,E0110000423202,北海道札幌市,簾舞小学校,北海道札幌市南区簾舞一条4-2-1,1,1,,1,,1,,,1,42.964205681388,141.26474302387,
226,E0110000424202,北海道札幌市,簾舞中学校,北海道札幌市南区簾舞三条3-3-33,1,1,,1,,1,,,1,42.960687698429,141.26685308259,
227,E0110000435201,北海道札幌市,菊水小学校,北海道札幌市白石区菊水元町二条3-2-14,1,,,1,,1,,,1,43.065915210255,141.40125261967,
228,E0110000439202,北海道札幌市,上白石小学校,北海道札幌市白石区菊水上町一条3-52,1,,,1,,1,,,1,43.06196657751,141.38693346069,
229,E0110000432202,北海道札幌市,東橋小学校,北海道札幌市白石区菊水八条1-3-25,1,,,1,,1,,,1,43.062126100937,141.38076454972,
230,E0110000429202,北海道札幌市,幌東中学校,北海道札幌市白石区菊水六条3-2-51,1,,,1,,1,,,1,43.056862657037,141.38037475413,
231,E0110000430202,北海道札幌市,幌東小学校,北海道札幌市白石区菊水六条3-2-65,1,,,1,,1,,,1,43.057979768298,141.37918078685,
232,E0110000441201,北海道札幌市,川下公園,北海道札幌市白石区川下2651,,,,,,1,,,,43.062988962163,141.444656985,
233,E0110000444202,北海道札幌市,北都中学校,北海道札幌市白石区川下749-56,1,,,1,,1,,,1,43.057214151079,141.44135471205,
234,E0110000443202,北海道札幌市,東川下小学校,北海道札幌市白石区川下四条3-1-1,1,,,1,,1,,,1,43.050984749725,141.44382232862,
235,E0110000447202,北海道札幌市,川北小学校,北海道札幌市白石区川北四条2-2-1,1,,,1,,1,,,1,43.063551440439,141.43643029799,
236,E0110000449202,北海道札幌市,西白石小学校,北海道札幌市白石区中央三条5-2-22,1,,,1,,1,,,1,43.058491138551,141.40281041012,
237,E0110000451202,北海道札幌市,日章中学校,北海道札幌市白石区東札幌四条5-1-1,1,,,1,,1,,,1,43.04819148274,141.39299664677,
238,E0110000452202,北海道札幌市,東札幌小学校,北海道札幌市白石区東札幌四条5-4-20,,,,1,,1,,,1,43.047982280144,141.3955661213,
239,E0110000454201,北海道札幌市,札幌コンベンションセンター,北海道札幌市白石区東札幌六条1-1-1,1,,,1,,,,,1,43.057006173489,141.38804708635,
240,E0110000455201,北海道札幌市,札幌白陵高等学校,北海道札幌市白石区東米里2062,1,,,1,,1,,,1,43.081423121948,141.45652683822,
241,E0110000457202,北海道札幌市,本郷小学校,北海道札幌市白石区南郷通１０－南3-1,1,,,1,,1,,,1,43.037242729676,141.4163658667,
242,E0110000458202,北海道札幌市,東白石中学校,北海道札幌市白石区南郷通１５－北4-1,1,,,1,,1,,,1,43.034827841782,141.42838800047,
243,E0110000460202,北海道札幌市,南白石小学校,北海道札幌市白石区南郷通２－南6-35,1,,,1,,1,,,1,43.042454153998,141.39991662112,
244,E0110000461201,北海道札幌市,白石区体育館,北海道札幌市白石区南郷通６丁目北1,1,,,1,,,,,1,43.042329503786,141.40818358754,
245,E0110000468202,北海道札幌市,柏丘中学校,北海道札幌市白石区平和通８－北3-1,1,,,1,,1,,,1,43.04790868105,141.42039209022,
246,E0110000469202,北海道札幌市,本通小学校,北海道札幌市白石区平和通９－南1-1,1,,,1,,1,,,1,43.045272946335,141.42074276661,
247,E0110000470202,北海道札幌市,米里小学校,北海道札幌市白石区米里一条3-8-1,1,,,1,,1,,,1,43.073738595354,141.41821489134,
248,E0110000471202,北海道札幌市,米里中学校,北海道札幌市白石区米里一条4-5-1,1,,,1,,1,,,1,43.070909789507,141.41938371128,
249,E0110000473202,北海道札幌市,北都小学校,北海道札幌市白石区北郷三条11-7-1,1,,,1,,1,,,1,43.051275282098,141.43426062273,
250,E0110000478202,北海道札幌市,北郷小学校,北海道札幌市白石区北郷四条5-1-1,1,,,1,,1,,,1,43.058724215219,141.41912687941,
251,E0110000481201,北海道札幌市,北郷公園,北海道札幌市白石区北郷八条9,,,,,,1,,,,43.065727057934,141.42852581173,
252,E0110000479202,北海道札幌市,北白石中学校,北海道札幌市白石区北郷六条3-5-1,1,,,1,,1,,,1,43.064364583493,141.41759528889,
253,E0110000480202,北海道札幌市,北白石小学校,北海道札幌市白石区北郷六条3-5-2,1,,,1,,1,,,1,43.0646788177,141.41801899217,
254,E0110000483202,北海道札幌市,南郷小学校,北海道札幌市白石区本郷通４－南3-1,1,,,1,,1,,,1,43.044622138401,141.40661988173,
255,E0110000484202,北海道札幌市,白石中学校,北海道札幌市白石区本郷通６－南1-1,1,,,1,,1,,,1,43.04313676327,141.41009351641,
256,E0110000493202,北海道札幌市,白石小学校,北海道札幌市白石区本通１－北4-1,1,,,1,,1,,,1,43.052291233002,141.40553211685,
257,E0110000487202,北海道札幌市,東白石小学校,北海道札幌市白石区本通１４－南6-1,1,,,1,,1,,,1,43.036953988327,141.42665620546,
258,E0110000488202,北海道札幌市,平和通小学校,北海道札幌市白石区本通１５－北3-1,1,,,1,,1,,,1,43.038870073823,141.432463865,
259,E0110000491202,北海道札幌市,大谷地小学校,北海道札幌市白石区本通１８－南1-1,1,,,1,,1,,,1,43.032182494451,141.43622634082,
260,E0110000496201,北海道札幌市,アクセスサッポロ第３駐車場,北海道札幌市白石区流通センター7,,,,,,1,,,,43.0378113251116,141.452791336694,
261,E0110000504202,北海道札幌市,南月寒小学校,北海道札幌市豊平区月寒西四条8-2-1,1,1,,1,,1,,,1,43.026631549406,141.38960976895,
262,E0110000502201,北海道札幌市,月寒小学校,北海道札幌市豊平区月寒西二条5-1-1,1,1,,1,,,,,1,43.031984735946,141.39049665809,
263,E0110000506202,北海道札幌市,あやめ野小学校,北海道札幌市豊平区月寒東一条11-7-32,,,,1,,1,,,1,43.02511258577,141.40379939368,
264,E0110000507202,北海道札幌市,羊丘小学校,北海道札幌市豊平区月寒東一条16-3-1,1,1,,1,,1,,,1,43.018259999781,141.4121516022,
265,E0110000512202,北海道札幌市,月寒東小学校,北海道札幌市豊平区月寒東三条10-1-1,1,,,1,,1,,,1,43.029852933216,141.40647184173,
266,E0110000513202,北海道札幌市,あやめ野中学校,北海道札幌市豊平区月寒東三条11-15-1,1,,,1,,1,,,1,43.029640847637,141.41704564069,
267,E0110000514202,北海道札幌市,東月寒中学校,北海道札幌市豊平区月寒東三条18-1-72,1,1,,1,,1,,,1,43.019349663007,141.42133424095,
268,E0110000516202,北海道札幌市,しらかば台小学校,北海道札幌市豊平区月寒東四条18-10-43,1,1,,1,,1,,,1,43.0229113294,141.42795602703,
269,E0110000511202,北海道札幌市,月寒中学校,北海道札幌市豊平区月寒東二条2-4-54,1,1,,1,,1,,,1,43.038648657554,141.39860516289,
270,E0110000510201,北海道札幌市,豊平区体育館,北海道札幌市豊平区月寒東二条20-4-15,1,1,,1,,,,,1,43.014360499233,141.42676098814,
271,E0110000518202,北海道札幌市,旭小学校,北海道札幌市豊平区水車町3-1-22,,,,1,,1,,,1,43.047459962053,141.36277984941,
272,E0110000530201,北海道札幌市,西岡公園,北海道札幌市豊平区西岡544,,,,,,1,,,,42.982586643231,141.37760891278,
273,E0110000522202,北海道札幌市,西岡中学校,北海道札幌市豊平区西岡三条12-1-1,1,1,,1,,1,,,1,42.997044509496,141.3777386693,
274,E0110000524202,北海道札幌市,西岡北小学校,北海道札幌市豊平区西岡三条6-7-20,1,1,,1,,1,,,1,43.012820841705,141.38605411806,
275,E0110000526202,北海道札幌市,西岡北中学校,北海道札幌市豊平区西岡三条8-1-1,1,1,,1,,1,,,1,43.008231691811,141.38361895709,
276,E0110000527202,北海道札幌市,西岡南小学校,北海道札幌市豊平区西岡四条12-7-1,1,1,,1,,1,,,1,42.996593407454,141.37933421205,
277,E0110000521202,北海道札幌市,西岡小学校,北海道札幌市豊平区西岡二条9-1-1,1,1,,1,,1,,,1,43.006808259851,141.38213680145,
278,E0110000535202,北海道札幌市,中の島小学校,北海道札幌市豊平区中の島二条1-1-22,,,,1,,1,,,1,43.037985503734,141.36295716304,
279,E0110000538202,北海道札幌市,中の島中学校,北海道札幌市豊平区中の島二条3-9-1,1,1,,1,,1,,,1,43.033921267155,141.36172754086,
280,E0110000540201,北海道札幌市,月寒公園,北海道札幌市豊平区美園10,,,,,,1,,,,43.031527945106,141.38612760861,
281,E0110000541202,北海道札幌市,豊園小学校,北海道札幌市豊平区美園一条4-1-1,1,1,,1,,1,,,1,43.044342446821,141.38901155217,
282,E0110000542202,北海道札幌市,みどり小学校,北海道札幌市豊平区美園五条2-2-1,1,1,,1,,1,,,1,43.041790854642,141.38144593904,
283,E0110000546202,北海道札幌市,羊丘中学校,北海道札幌市豊平区福住一条3-16-1,1,1,,1,,1,,,1,43.018261529917,141.39701811513,
284,E0110000548202,北海道札幌市,福住小学校,北海道札幌市豊平区福住三条5-1-1,1,1,,1,,1,,,1,43.01295894555,141.40173131796,
285,E0110000549202,北海道札幌市,平岸西小学校,北海道札幌市豊平区平岸一条15-2-1,1,1,,1,,1,,,1,43.02454013814,141.36179706388,
286,E0110000550202,北海道札幌市,平岸中学校,北海道札幌市豊平区平岸一条21-3-1,,,,1,,1,,,1,43.017454014821,141.35797618574,
287,E0110000560201,北海道札幌市,平岸霊園,北海道札幌市豊平区平岸五条15,,,,,,1,,,,43.023520182849,141.37433125335,
288,E0110000561202,北海道札幌市,平岸高台小学校,北海道札幌市豊平区平岸五条18-1-1,1,1,,1,,1,,,1,43.017830387107,141.37269154606,
289,E0110000563202,北海道札幌市,美園小学校,北海道札幌市豊平区平岸五条7-2-21,1,1,,1,,1,,,1,43.035903873532,141.37899003893,
290,E0110000557202,北海道札幌市,東山小学校,北海道札幌市豊平区平岸四条11-6-1,1,1,,1,,1,,,1,43.029885638321,141.37378635563,
291,E0110000553202,北海道札幌市,平岸小学校,北海道札幌市豊平区平岸二条14-1-28,1,1,,1,,1,,,1,43.026005363344,141.36679642403,
292,E0110000565202,北海道札幌市,陵陽中学校,北海道札幌市豊平区平岸六条11-1-25,1,1,,1,,1,,,1,43.029640323724,141.38068396366,
293,E0110000574201,北海道札幌市,豊平公園,北海道札幌市豊平区豊平5,,,,,,1,,,,43.042626288929,141.37804037503,
294,E0110000566202,北海道札幌市,東園小学校,北海道札幌市豊平区豊平一条12-1-1,1,,,1,,1,,,1,43.048110527625,141.38156163156,
295,E0110000577202,北海道札幌市,豊平小学校,北海道札幌市豊平区豊平五条7-1-2,1,,,1,,1,,,1,43.048436639895,141.37240526362,
296,E0110000580202,北海道札幌市,八条中学校,北海道札幌市豊平区豊平八条13-2-1,1,1,,1,,1,,,1,43.040794830699,141.37710377027,
297,E0110000581202,北海道札幌市,大和ハウス　プレミストドーム,北海道札幌市豊平区羊が丘1,,,,,,1,,,,43.015103455764,141.40970959027,
298,E0110000581201,北海道札幌市,北海道農業研究センター,北海道札幌市豊平区羊が丘1,,,,,,1,,,,43.00838544788,141.41158497648,
299,E0110000586202,北海道札幌市,鴻城小学校,北海道札幌市北区あいの里三条6-2-1,1,,,1,,1,,,1,43.162692669941,141.40196668244,
300,E0110000587202,北海道札幌市,あいの里東小学校,北海道札幌市北区あいの里三条7-11-1,1,,,1,,1,,,1,43.162191312195,141.40942927891,
301,E0110000588201,北海道札幌市,あいの里公園,北海道札幌市北区あいの里四条8,,,,,,1,,,,43.166712784279,141.40917013999,
302,E0110000583202,北海道札幌市,拓北小学校,北海道札幌市北区あいの里二条1-24-1,1,,,1,,1,,,1,43.160137009102,141.38236425142,
303,E0110000584202,北海道札幌市,あいの里西小学校,北海道札幌市北区あいの里二条3-9-1,1,,,1,,1,,,1,43.161117671181,141.39158866363,
