NO,共通ID,都道府県名及び市町村名,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
4668,E0160700021111,北海道浦河町,堺町児童館,北海道浦河町堺町東2-16-16,1,,,42.17725882,142.7647301,
4669,E0160700025111,北海道浦河町,浦河第一中学校,北海道浦河町堺町東6-485-6,1,,,42.18531419,142.7665658,
4670,E0160700028111,北海道浦河町,井寒台生活館,北海道浦河町字井寒台189,1,,,42.17786211,142.7350451,
4671,E0160700030111,北海道浦河町,絵笛生活改善センター,北海道浦河町字絵笛535,1,,,42.20317493,142.7390206,
4672,E0160700031111,北海道浦河町,東部保育所,北海道浦河町字杵臼195,1,,,42.17361067,142.8602271,
4673,E0160700032111,北海道浦河町,杵臼生活館,北海道浦河町字杵臼515,1,,,42.18976283,142.8761871,
4674,E0160700033111,北海道浦河町,上杵臼生活改善センター,北海道浦河町字杵臼530-3,1,,,42.22448049,142.9502218,
4675,E0160700034111,北海道浦河町,月寒地区漁民センター,北海道浦河町字月寒42-1,1,,,42.15129312,142.8020473,
4676,E0160700036111,北海道浦河町,向別生活館,北海道浦河町字向別471,1,,,42.20560652,142.7805789,
4677,E0160700037111,北海道浦河町,姉茶生活館,北海道浦河町字姉茶259-2,1,,,42.23238391,142.7334792,
4678,E0160700038111,北海道浦河町,瑞穂生活改善センター,北海道浦河町字瑞穂259,1,,,42.23623327,142.7166317,
4679,E0160700040111,北海道浦河町,浦河優駿ビレッジアエル,北海道浦河町字西舎141-40,1,,,42.19166349,142.8479496,
4680,E0160700041111,北海道浦河町,西舎生活館,北海道浦河町字西舎337-1,1,,,42.19363875,142.8618908,
4681,E0160700042111,北海道浦河町,浦河第二中学校,北海道浦河町字西幌別18,1,,,42.14553254,142.8324046,
4682,E0160700043111,北海道浦河町,西幌別生活館,北海道浦河町字西幌別257,1,,,42.14359631,142.8346752,
4683,E0160700044111,北海道浦河町,浦河町乗馬公園,北海道浦河町字西幌別327,1,,,42.150860376013,142.83702226456,
4684,E0160700045111,北海道浦河町,浦河東部小学校,北海道浦河町字西幌別33,1,,,42.14658977,142.8331854,
4685,E0160700046111,北海道浦河町,東栄生活館,北海道浦河町字東栄134,1,,,42.18836824,142.6983981,
4686,E0160700047111,北海道浦河町,上東栄会館,北海道浦河町字東栄291,1,,,42.20646886,142.7032554,
4687,E0160700048111,北海道浦河町,富里生活館,北海道浦河町字東栄519,1,,,42.21251715,142.7091302,
4688,E0160700049111,北海道浦河町,うとま沢共和会館,北海道浦河町字東幌別228,1,,,42.14737707,142.8683801,
4689,E0160700050111,北海道浦河町,東幌別自治会館,北海道浦河町字東幌別86,1,,,42.15057242,142.8561939,
4690,E0160700051111,北海道浦河町,白泉生活改善センター,北海道浦河町字白泉83,1,,,42.14212587,142.819564,
4691,E0160700052111,北海道浦河町,旧野深小学校,北海道浦河町字野深1-1,1,,,42.24424079,142.7344901,
4692,E0160700053111,北海道浦河町,野深生活館,北海道浦河町字野深125,1,,,42.24883743,142.7568668,
4693,E0160700054111,北海道浦河町,自然体験実習館柏陽館,北海道浦河町字野深352,1,,,42.27685721,142.7679758,
4694,E0160700055111,北海道浦河町,上野深生活改善センター,北海道浦河町字野深391-57,1,,,42.28064574,142.7539817,
4695,E0160700057111,北海道浦河町,浦河小学校,北海道浦河町常盤町14,1,,,42.16252485,142.7790803,
4696,E0160700058111,北海道浦河町,光照寺,北海道浦河町常盤町20-1,1,,,42.1639815,142.7795535,
4697,E0160700060111,北海道浦河町,総合文化会館,北海道浦河町大通3-52,1,,,42.16258505,142.7752511,
4698,E0160700062111,北海道浦河町,正信寺,北海道浦河町大通4-51,1,,,42.1614724,142.778325,
4699,E0160700063111,北海道浦河町,勤労青少年ホーム,北海道浦河町築地1-5-1,1,,,42.16728904,142.7683919,
4700,E0160700064111,北海道浦河町,勤労者体育センター,北海道浦河町築地1-5-39,1,,,42.16685177,142.7682136,
4701,E0160700065111,北海道浦河町,ファミリースポーツセンター,北海道浦河町潮見町10,1,,,42.16576727,142.7754944,
4702,E0160700067111,北海道浦河町,東町生活館,北海道浦河町東町うしお1-7-4,1,,,42.15758237,142.7880986,
4703,E0160700068111,北海道浦河町,日高地域人材開発センター,北海道浦河町東町うしお2-3-1,1,,,42.15655778,142.7936466,
4704,E0160700070111,北海道浦河町,浦河高等学校,北海道浦河町東町かしわ1-5,1,,,42.15919417,142.7904128,
4705,E0160700073111,北海道浦河町,浦河町ふれあい会館,北海道浦河町東町かしわ3-1-1,1,,,42.16387725,142.7933784,
4706,E0160700074111,北海道浦河町,東町保育所,北海道浦河町東町かしわ3-4-31,1,,,42.16417197,142.7941122,
4707,E0160700077111,北海道浦河町,緑町会館,北海道浦河町緑町,1,,,42.1792944,142.7679451,
4708,E0160800003111,北海道様似町,栄町ふれあいセンター,北海道様似町栄町191-1,1,,,42.131613,142.934582,
4709,E0160800004111,北海道様似町,栄町生活館,北海道様似町栄町20-6,1,,,42.12736428,142.927871,
4710,E0160800005111,北海道様似町,様似小学校,北海道様似町栄町215-1,1,,,42.13200615,142.935992,
4711,E0160800006111,北海道様似町,幼児センター（保育園）,北海道様似町錦町1-1,1,,,42.12923941,142.9340254,
4712,E0160800007111,北海道様似町,幼児センター（幼稚園）,北海道様似町錦町1-8,1,,,42.12933501,142.9334337,
4713,E0160800008111,北海道様似町,様似中学校,北海道様似町錦町53-5,1,,,42.13726006,142.9406915,
4714,E0160800009111,北海道様似町,漁村センター,北海道様似町港町16,1,,,42.12608916,142.9203718,
4715,E0160800011111,北海道様似町,港町生活館,北海道様似町港町３地先,1,,,42.12830467,142.9143007,
4716,E0160800012111,北海道様似町,旭生活館,北海道様似町字旭91-1,1,,,42.06534929,143.0646762,
4717,E0160800013111,北海道様似町,鵜苫住民センター,北海道様似町字鵜苫１０５地先,1,,,42.13351387,142.8730601,
4718,E0160800014111,北海道様似町,岡田生活館,北海道様似町字岡田201-2,1,,,42.16564118,142.9500234,
4719,E0160800016111,北海道様似町,西様似畜産センター,北海道様似町字西様似221,1,,,42.14988022,142.9173051,
4720,E0160800018111,北海道様似町,田代研修センター,北海道様似町字田代235-6,1,,,42.16134474,142.9524416,
4721,E0160800020111,北海道様似町,冬島生活改善センター,北海道様似町字冬島34,1,,,42.10096319,142.9873719,
4722,E0160800022111,北海道様似町,東平宇生活館,北海道様似町字平宇201-45,1,,,42.10910016,142.9748104,
4723,E0160800024111,北海道様似町,アポイ山荘,北海道様似町字平宇479-7,1,,,42.10992044,142.985244,
4724,E0160800025111,北海道様似町,平宇生活館,北海道様似町字平宇53-1,1,,,42.12226623,142.9563252,
4725,E0160800027111,北海道様似町,幌満コミュニティセンター,北海道様似町字幌満52-7,1,,,42.07732541,143.0356071,
4726,E0160800030111,北海道様似町,西町生活館,北海道様似町西町71-4,1,,,42.13511602,142.9063708,
4727,E0160800044111,北海道様似町,法耀寺,北海道様似町西町85-5,1,,,42.13402,142.902187,
4728,E0160800031111,北海道様似町,様似町役場（３階部分）,北海道様似町大通1-21,1,,,42.12774295,142.9338335,
4729,E0160800031112,北海道様似町,中央公民館,北海道様似町大通1-21,1,,,42.12792659,142.9331052,
4730,E0160800032111,北海道様似町,生涯スポーツ研修センター,北海道様似町大通1-25-1,1,,,42.12842419,142.933584,
4731,E0160800033111,北海道様似町,大通公住会館,北海道様似町大通1-65,1,,,42.12889691,142.9312014,
4732,E0160800034111,北海道様似町,東様似生活館,北海道様似町大通2-122-30,1,,,42.12601131,142.9352993,
4733,E0160800035111,北海道様似町,むつみ会館,北海道様似町大通2-28-1,1,,,42.12623613,142.9389511,
4734,E0160800036111,北海道様似町,保健福祉センター,北海道様似町大通2-98-2,1,,,42.12831224,142.9366612,
4735,E0160800037111,北海道様似町,特別養護老人ホーム様似ソビラ荘,北海道様似町朝日丘45,1,,,42.1295367218937,142.945099593904,
4736,E0160800037121,北海道様似町,特別養護老人ホーム様似ソビラ荘,北海道様似町朝日丘45,1,,要配慮者,42.1295367218937,142.945099593904,
4737,E0160800045111,北海道様似町,住吉神社,北海道様似町潮見台10-1,1,,,42.129365,142.918343,
4738,E0160800046111,北海道様似町,等澍院,北海道様似町潮見台11-4,1,,,42.129481,142.919061,
4739,E0160800047111,北海道様似町,法敬寺,北海道様似町潮見台12-1,1,,,42.129317,142.919724,
4740,E0160800041111,北海道様似町,本町２丁目会館,北海道様似町本町2-13-4,1,,,42.12774751,142.9193319,
4741,E0160800051111,北海道様似町,智教寺,北海道様似町本町２丁目105,1,,,42.128387,142.919617,
4742,E0160800043111,北海道様似町,緑町生活館,北海道様似町緑町49-21,1,,,42.12916495,142.9403012,
4743,E0160900001111,北海道えりも町,林業総合センター,北海道えりも町字えりも岬２３６地先,1,,,41.93864599,143.2385033,
4744,E0160900005111,北海道えりも町,歌別共同作業所,北海道えりも町字歌別244-3,1,,,41.98661122,143.1645708,
4745,E0160900006111,北海道えりも町,歌別生活館,北海道えりも町字歌別252,1,,,41.99769458,143.1664153,
4746,E0160900010111,北海道えりも町,上歌別生活館,北海道えりも町字歌別512-4,1,,,42.02288719,143.2019055,
4747,E0160900012111,北海道えりも町,近浦団地高台プレハブ,北海道えりも町字近浦277-1,1,,,42.058008678719,143.07484145648,
4748,E0160900013111,北海道えりも町,近浦多目的集会施設,北海道えりも町字近浦277-43,1,,,42.05949699,143.0725009,
4749,E0160900015111,北海道えりも町,庶野共同作業所,北海道えりも町字庶野307-1,1,,,42.02909895,143.2870422,
4750,E0160900018111,北海道えりも町,庶野保育所,北海道えりも町字庶野579-4,1,,,42.04435117,143.2938437,
4751,E0160900019111,北海道えりも町,庶野生活館,北海道えりも町字庶野582-4,1,,,42.04356838,143.2938144,
4752,E0160900021111,北海道えりも町,桜岡生活館,北海道えりも町字庶野807-2,1,,,42.02184847,143.2553424,
4753,E0160900020111,北海道えりも町,美島共同作業所,北海道えりも町字庶野６７７－１地先,1,,,42.04916355,143.3028516,
4754,E0160900023111,北海道えりも町,えりも中学校,北海道えりも町字新浜207-3,1,,,42.01051986,143.1542065,
4755,E0160900024121,北海道えりも町,えりも高校,北海道えりも町字新浜208-2,1,,要配慮者,42.00788104,143.1589446,
4756,E0160900024111,北海道えりも町,えりも高校,北海道えりも町字新浜208-2,1,,,42.00788104,143.1589446,
4757,E0160900025111,北海道えりも町,えりも小学校,北海道えりも町字新浜242-1,1,,,42.01210465,143.1523548,
4758,E0160900027111,北海道えりも町,大和共同作業所,北海道えりも町字大和138-1,1,,,42.0293943,143.1318698,
4759,E0160900029111,北海道えりも町,西えりも生活館,北海道えりも町字大和624-3,1,,,42.02139951,143.1453305,
4760,E0160900031111,北海道えりも町,笛舞小学校,北海道えりも町字笛舞478-1,1,,,42.04439616,143.1069704,
4761,E0160900032111,北海道えりも町,笛舞ふれあい館,北海道えりも町字笛舞478-9,1,,,42.04326147,143.1074222,
4762,E0160900035111,北海道えりも町,東洋生活館,北海道えりも町字東洋213-1,1,,,41.95621281,143.2082544,
4763,E0160900037111,北海道えりも町,東洋第２生活館,北海道えりも町字東洋275-3,1,,,41.95005935,143.2196015,
4764,E0160900039111,北海道えりも町,東洋共同作業所,北海道えりも町字東洋55-2021,1,,,41.969346837166,143.18434666746,
4765,E0160900042111,北海道えりも町,福祉センター,北海道えりも町字本町357,1,,,42.01393551,143.1502963,
4766,E0160900044111,北海道えりも町,目黒生活館,北海道えりも町字目黒138,1,,,42.12851643,143.3150124,
4767,E0160900046111,北海道えりも町,第３体育館,北海道えりも町字目黒214-6,1,,,42.13021571,143.3138081,
4768,E0160900049111,北海道えりも町,上目黒避難所,北海道えりも町字目黒41-1,1,,,42.121898804794,143.3147620648,
4769,E0161000002111,北海道新ひだか町,三石中学校,北海道新ひだか町三石旭町96-1,1,,,42.251453,142.567314,
4770,E0161000022111,北海道新ひだか町,延出基幹集落センター,北海道新ひだか町三石富澤41-11,1,,,42.28051759,142.6075446,
4771,E0161000028111,北海道新ひだか町,本桐生活館,北海道新ひだか町三石本桐224-6,1,,,42.250496,142.6348819,
4772,E0161000032111,北海道新ひだか町,新ひだか町総合町民センター,北海道新ひだか町三石本町212,1,,,42.24837,142.559767,
4773,E0161000033111,北海道新ひだか町,三石小学校,北海道新ひだか町三石本町222-1,1,,,42.2494264,142.5615756,
4774,E0161000040111,北海道新ひだか町,高静小学校,北海道新ひだか町静内こうせい町2-9-1,1,,,42.34617814,142.3719291,
4775,E0161000046111,北海道新ひだか町,花園生活館,北海道新ひだか町静内花園1,1,,,42.34972742,142.3575682,
4776,E0161000054111,北海道新ひだか町,新ひだか町役場静内庁舎,北海道新ひだか町静内御幸町3-2-50,1,,,42.341259,142.368744,
4777,E0161000057111,北海道新ひだか町,静内中学校,北海道新ひだか町静内山手町1-9-1,1,,,42.34368222,142.362554,
4778,E0161000068111,北海道新ひだか町,静内第三中学校,北海道新ひだか町静内神森60,1,,,42.35657702,142.3826259,
4779,E0161000069111,北海道新ひだか町,清水丘生活センター,北海道新ひだか町静内清水丘5-1,1,,,42.3568973,142.3639077,
4780,E0161000105111,北海道新ひだか町,ふれあい生活館,北海道新ひだか町静内川合108-1,1,,,42.333619,142.491185,
4781,E0161000079111,北海道新ひだか町,旧桜丘小学校,北海道新ひだか町静内田原562-2,1,,,42.38701481,142.446367,
