NO,共通ID,都道府県名及び市町村名,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
74974,E4120700014111,佐賀県鹿島市,市民体育館,佐賀県鹿島市大字高津原253,1,,,33.101763,130.09558,
74975,E4120700016111,佐賀県鹿島市,市民交流プラザ,佐賀県鹿島市大字高津原4326-1,1,,,33.11037,130.095564,
74976,E4120700018111,佐賀県鹿島市,鹿島高等学校（赤門学舎）体育館,佐賀県鹿島市大字高津原462,1,,,33.105076701997,130.09256006879,
74977,E4120700019121,佐賀県鹿島市,鹿島高等学校（大手門学舎）体育館,佐賀県鹿島市大字高津原539,1,,・知的・精神障がい者 ・その他市が認める要配慮者,33.105215537848,130.09441633995,
74978,E4120700019111,佐賀県鹿島市,鹿島高等学校（大手門学舎）体育館,佐賀県鹿島市大字高津原539,1,,,33.105215537848,130.09441633995,
74979,E4120700020111,佐賀県鹿島市,市民武道館,佐賀県鹿島市大字高津原561-1,1,,,33.107028,130.09522,
74980,E4120700012111,佐賀県鹿島市,鹿島小学校　体育館,佐賀県鹿島市大字高津原２３１－イ,1,,,33.102230988896,130.09560431416,
74981,E4120700022111,佐賀県鹿島市,のごみふれあい楽習館,佐賀県鹿島市大字山浦甲2151,1,,,33.088068229207,130.08439042531,
74982,E4120700023111,佐賀県鹿島市,能古見小学校　体育館,佐賀県鹿島市大字山浦甲2246,1,,,33.087967286908,130.08243537169,
74983,E4120700024111,佐賀県鹿島市,北鹿島公民館,佐賀県鹿島市大字常広101-1,1,,,33.120837,130.098763,
74984,E4120700025111,佐賀県鹿島市,北鹿島小学校　体育館,佐賀県鹿島市大字常広420,1,,,33.120255563677,130.10194679762,
74985,E4120700027111,佐賀県鹿島市,西部中学校　体育館,佐賀県鹿島市大字納富分1435,1,,,33.09881999729,130.09581936574,
74986,E4120700028111,佐賀県鹿島市,生涯学習センター,佐賀県鹿島市大字納富分2700-1,1,,,33.105299101491,130.0988081278,
74987,E4120700028121,佐賀県鹿島市,生涯学習センター,佐賀県鹿島市大字納富分2700-1,1,,・下肢が不自由な方など他の避難場所での滞在が困難な方 ・知的・精神障がい者,33.105299101491,130.0988081278,
74988,E4120700030111,佐賀県鹿島市,明倫小学校　体育館,佐賀県鹿島市大字納富分甲59,1,,,33.098449987286,130.10425818651,
74989,E4120700031111,佐賀県鹿島市,浜小学校　体育館,佐賀県鹿島市浜町1239,1,,,33.093555490742,130.11634455092,
74990,E4120700032111,佐賀県鹿島市,東部中学校　体育館,佐賀県鹿島市浜町甲4020,1,,,33.089788990933,130.11308681216,
74991,E4120700033111,佐賀県鹿島市,臥竜ヶ岡体育館,佐賀県鹿島市浜町甲4401-2,1,,,33.089448,130.118832,
74992,E4120800001111,佐賀県小城市,芦刈中学校,佐賀県小城市芦刈町三王崎14,1,,,33.223458,130.212625,
74993,E4120800001112,佐賀県小城市,芦刈小学校,佐賀県小城市芦刈町三王崎14,1,,,33.224427,130.212596,
74994,E4120800002111,佐賀県小城市,芦刈保健福祉センター,佐賀県小城市芦刈町三王崎1522,1,,,33.225057,130.208041,
74995,E4120800002121,佐賀県小城市,芦刈保健福祉センター,佐賀県小城市芦刈町三王崎1522,1,,,33.225057,130.208041,
74996,E4120800003111,佐賀県小城市,芦刈文化体育館,佐賀県小城市芦刈町三王崎172-1,1,,,33.223336,130.211157,
74997,E4120800004111,佐賀県小城市,芦刈地域交流センター,佐賀県小城市芦刈町三王崎349,1,,,33.223561,130.208242,
74998,E4120800005121,佐賀県小城市,牛津公民館,佐賀県小城市牛津町柿樋瀬1100-1,1,,,33.250067,130.201665,
74999,E4120800005111,佐賀県小城市,牛津公民館,佐賀県小城市牛津町柿樋瀬1100-1,1,,,33.250067,130.201665,
75000,E4120800006111,佐賀県小城市,牛津体育センター,佐賀県小城市牛津町柿樋瀬1100-2,1,,,33.250382,130.201069,
75001,E4120800007111,佐賀県小城市,牛津小学校,佐賀県小城市牛津町柿樋瀬922,1,,,33.256159,130.203368,
75002,E4120800008121,佐賀県小城市,佐賀県立牛津高等学校,佐賀県小城市牛津町牛津274,,,,33.246128,130.2062797,
75003,E4120800009111,佐賀県小城市,牛津中学校,佐賀県小城市牛津町牛津549,1,,,33.245889,130.205316,
75004,E4120800010111,佐賀県小城市,牛津武道館,佐賀県小城市牛津町牛津556-1,,,,33.246559,130.204568,
75005,E4120800011121,佐賀県小城市,牛津保健福祉センター,佐賀県小城市牛津町勝1221-1,1,,,33.251185,130.191462,
75006,E4120800011111,佐賀県小城市,牛津保健福祉センター,佐賀県小城市牛津町勝1221-1,1,,,33.251185,130.191462,
75007,E4120800012111,佐賀県小城市,牛津公民館別館,佐賀県小城市牛津町勝1324-1,1,,,33.251565,130.201522,
75008,E4120800013111,佐賀県小城市,砥川小学校,佐賀県小城市牛津町上砥川1405,1,,,33.235054,130.180988,
75009,E4120800014111,佐賀県小城市,砥川保育園,佐賀県小城市牛津町上砥川1413-1,,,,33.235307,130.180199,
75010,E4120800036114,佐賀県小城市,三日月幼稚園,佐賀県小城市三日月町三ヶ島88-1,,,,33.281734,130.226831,
75011,E4120800016111,佐賀県小城市,三日月中学校,佐賀県小城市三日月町長神田1650,1,,,33.280843,130.22374,
75012,E4120800017111,佐賀県小城市,三日月小学校,佐賀県小城市三日月町長神田1680,1,,,33.281007,130.225072,
75013,E4120800018111,佐賀県小城市,児童センター,佐賀県小城市三日月町長神田1821-1,,,,33.27444,130.221949,
75014,E4120800019111,佐賀県小城市,生涯学習センター,佐賀県小城市三日月町長神田1845,1,,,33.273626,130.222177,
75015,E4120800019121,佐賀県小城市,生涯学習センター,佐賀県小城市三日月町長神田1845,1,,,33.273626,130.222177,
75016,E4120800020111,佐賀県小城市,三日月体育館,佐賀県小城市三日月町長神田1848-9,1,,,33.273352,130.221035,
75017,E4120800021111,佐賀県小城市,三日月保健福祉センター,佐賀県小城市三日月町長神田2312-3,1,,,33.273756,130.218522,
75018,E4120800021121,佐賀県小城市,三日月保健福祉センター,佐賀県小城市三日月町長神田2312-3,1,,,33.273756,130.218522,
75019,E4120800022111,佐賀県小城市,桜岡小学校,佐賀県小城市小城町166,1,,,33.291611,130.19854,
75020,E4120800023121,佐賀県小城市,佐賀県立小城高等学校,佐賀県小城市小城町167,,,,33.2922857,130.1973401,
75021,E4120800024111,佐賀県小城市,まちなか市民交流プラザ,佐賀県小城市小城町253-21,1,,,33.294014197076,130.198969063625,
75022,E4120800025111,佐賀県小城市,岩松小学校,佐賀県小城市小城町岩蔵1941,1,,,33.306123,130.19967,
75023,E4120800026111,佐賀県小城市,小城公民館三里支館,佐賀県小城市小城町栗原1244-1,,,,33.273522,130.183425,
75024,E4120800027111,佐賀県小城市,三里小学校,佐賀県小城市小城町栗原1256,1,,,33.272902,130.182537,
75025,E4120800028111,佐賀県小城市,小城公民館岩松支館,佐賀県小城市小城町松尾3780-1,,,,33.305312,130.200544,
75026,E4120800029111,佐賀県小城市,小城中学校,佐賀県小城市小城町松尾4104,1,,,33.295684,130.195426,
75027,E4120800030111,佐賀県小城市,晴田幼稚園,佐賀県小城市小城町晴気793-1,,,,33.292364,130.17836,
75028,E4120800031111,佐賀県小城市,小城公民館晴田支館,佐賀県小城市小城町晴田2096-1,,,,33.294856,130.174877,
75029,E4120800032111,佐賀県小城市,晴田小学校,佐賀県小城市小城町畑田2099,1,,,33.292874,130.179418,
75030,E4120800033111,佐賀県小城市,小城保育園,佐賀県小城市小城町畑田44,,,,33.291453,130.19125,
75031,E4120800034111,佐賀県小城市,小城保健福祉センター,佐賀県小城市小城町畑田750,1,,,33.28552,130.192219,
75032,E4120800034121,佐賀県小城市,小城保健福祉センター,佐賀県小城市小城町畑田750,1,,,33.28552,130.192219,
75033,E4120800035111,佐賀県小城市,小城体育センター,佐賀県小城市小城町畑田98-1,1,,,33.291111,130.187313,
75034,E4120900001111,佐賀県嬉野市,久間小学校,佐賀県嬉野市塩田町大字久間乙1885,1,,,33.14786,130.059964,
75035,E4120900002111,佐賀県嬉野市,久間地区地域コミュニティセンター,佐賀県嬉野市塩田町大字久間乙1920-1,1,,,33.146382759325,130.05844150966,
75036,E4120900003111,佐賀県嬉野市,佐賀県立うれしの特別支援学校,佐賀県嬉野市塩田町大字五町田甲2877-1,,,,33.119302827384,130.06170439639,
75037,E4120900003121,佐賀県嬉野市,佐賀県立うれしの特別支援学校,佐賀県嬉野市塩田町大字五町田甲2877-1,,,,33.119302827384,130.06170439639,
75038,E4120900004111,佐賀県嬉野市,五町田研修センター,佐賀県嬉野市塩田町大字五町田甲3082-2,1,,,33.122537186803,130.06340673792,
75039,E4120900005111,佐賀県嬉野市,嬉野市コミュニティセンター（楠風館）,佐賀県嬉野市塩田町大字五町田甲3136-1,1,,,33.12541595,130.064449,
75040,E4120900006111,佐賀県嬉野市,五町田小学校,佐賀県嬉野市塩田町大字五町田甲3717,1,,,33.11631149,130.0629396,
75041,E4120900007111,佐賀県嬉野市,嬉野市社会文化会館,佐賀県嬉野市塩田町大字五町田甲628-4,1,,,33.13019563,130.0616395,
75042,E4120900008111,佐賀県嬉野市,大草野研修センター,佐賀県嬉野市塩田町大字大草野丙2011-1,1,,,33.13068416,130.0070977,
75043,E4120900009111,佐賀県嬉野市,五町田小学校谷所分校,佐賀県嬉野市塩田町大字谷所乙684-1,1,,,33.100122,130.057182,
75044,E4120900010111,佐賀県嬉野市,佐賀県立嬉野高等学校（塩田校舎）,佐賀県嬉野市塩田町大字馬場下甲1418,1,,,33.12969048,130.056763,
75045,E4120900010121,佐賀県嬉野市,佐賀県立塩田工業高等学校,佐賀県嬉野市塩田町大字馬場下甲1418,1,,,33.12969048,130.056763,
75046,E4120900011111,佐賀県嬉野市,嬉野市塩田保健センター,佐賀県嬉野市塩田町大字馬場下甲1709-1,1,,,33.12787592,130.0591673,
75047,E4120900012111,佐賀県嬉野市,塩田中学校,佐賀県嬉野市塩田町大字馬場下甲1801,1,,,33.12875827,130.0608762,
75048,E4120900013111,佐賀県嬉野市,嬉野市中央公民館,佐賀県嬉野市塩田町大字馬場下甲1967-1,1,,,33.12835712,130.0597012,
75049,E4120900014111,佐賀県嬉野市,嬉野市ふれあいセンター,佐賀県嬉野市塩田町大字馬場下甲2543-9,1,,,33.12718408,130.0466843,
75050,E4120900015111,佐賀県嬉野市,塩田小学校,佐賀県嬉野市塩田町大字馬場下甲3817,1,,,33.12686405,130.0448663,
75051,E4120900016111,佐賀県嬉野市,嬉野市文化センター,佐賀県嬉野市嬉野町大字下宿乙1298,1,,,33.10153354,129.9865604,
75052,E4120900017111,佐賀県嬉野市,うれしの市民センター,佐賀県嬉野市嬉野町大字下宿乙1515,1,,,33.100513801427,129.98469320656,
75053,E4120900017112,佐賀県嬉野市,嬉野市中央体育館,佐賀県嬉野市嬉野町大字下宿乙1515,1,,,33.100383479765,129.98420504453,
75054,E4120900018111,佐賀県嬉野市,嬉野小学校,佐賀県嬉野市嬉野町大字下宿乙1647,1,,,33.1026187,129.9820334,
75055,E4120900019111,佐賀県嬉野市,嬉野中学校,佐賀県嬉野市嬉野町大字下宿甲2786-1,1,,,33.10906,129.986194,
75056,E4120900020111,佐賀県嬉野市,佐賀県立嬉野高等学校（嬉野校舎）,佐賀県嬉野市嬉野町大字下宿甲700,1,,,33.1083123,129.9965516,
75057,E4120900020121,佐賀県嬉野市,佐賀県立嬉野高等学校,佐賀県嬉野市嬉野町大字下宿甲700,1,,,33.108312295217,129.99655158579,
75058,E4120900022111,佐賀県嬉野市,嬉野市嬉野老人福祉センター,佐賀県嬉野市嬉野町大字下宿丙2390-2,1,,,33.098241,129.980874,
75059,E4120900022121,佐賀県嬉野市,嬉野市嬉野老人福祉センター,佐賀県嬉野市嬉野町大字下宿丙2390-2,1,,要配慮者及びその家族,33.098241,129.980874,
75060,E4120900023111,佐賀県嬉野市,大草野小学校,佐賀県嬉野市嬉野町大字下野丙80,1,,,33.126357,130.002214,
75061,E4120900024111,佐賀県嬉野市,轟小学校,佐賀県嬉野市嬉野町大字岩屋川内乙2597,1,,,33.08538926,129.9785571,
75062,E4120900025111,佐賀県嬉野市,大野原小・中学校,佐賀県嬉野市嬉野町大字岩屋川内丙720-1,1,,,33.037584,130.000403,
75063,E4120900026111,佐賀県嬉野市,嬉野市吉田公民館,佐賀県嬉野市嬉野町大字吉田丙2770-5,1,,,33.0797291,130.0212366,
75064,E4120900027111,佐賀県嬉野市,吉田小学校,佐賀県嬉野市嬉野町大字吉田丙2997-1,1,,,33.08051040357,130.01961145514,
75065,E4120900028111,佐賀県嬉野市,吉田中学校,佐賀県嬉野市嬉野町大字吉田丙3016,1,,,33.080245,130.017343,
75066,E4120900029111,佐賀県嬉野市,不動ふれあい体育館,佐賀県嬉野市嬉野町大字不動山甲1326,1,,,33.077781,129.960518,
75067,E4121000001111,佐賀県神埼市,佐賀県立神埼清明高等学校,佐賀県神埼市神埼町横武2,,,,33.303277,130.364847,
75068,E4121000002111,佐賀県神埼市,西郷小学校,佐賀県神埼市神埼町横武868,1,,,33.304713,130.351717,
75069,E4121000003111,佐賀県神埼市,神埼小学校,佐賀県神埼市神埼町枝ケ里349,1,,,33.304746,130.374758,
75070,E4121000004111,佐賀県神埼市,神埼勤労者体育館,佐賀県神埼市神埼町神埼454-3,,,,33.307939271622,130.37200603303,
75071,E4121000005111,佐賀県神埼市,トヨタ紡織九州株式会社体育館,佐賀県神埼市神埼町鶴1600,,,,33.340216200748,130.37278290448,
75072,E4121000006111,佐賀県神埼市,仁比山小学校,佐賀県神埼市神埼町鶴1634,1,,,33.337822,130.370626,
75073,E4121000007111,佐賀県神埼市,神埼市中央公民館,佐賀県神埼市神埼町鶴3388-5,1,,,33.312956424808,130.37250865424,
75074,E4121000007121,佐賀県神埼市,神埼市中央公民館（１階和室）,佐賀県神埼市神埼町鶴3388-5,1,,支援を必要とする高齢者、 妊婦、障がい者,33.31300631,130.3724151,
75075,E4121000008111,佐賀県神埼市,神埼町保健センター,佐賀県神埼市神埼町鶴3456-5,,,,33.312640392608,130.37159462354,
75076,E4121000010111,佐賀県神埼市,神埼中央公園体育館,佐賀県神埼市神埼町鶴3886,1,,,33.313423,130.370322,
75077,E4121000011111,佐賀県神埼市,神埼市Ｂ＆Ｇ海洋センター,佐賀県神埼市神埼町尾崎4390-2,,,,33.328976,130.35228,
75078,E4121000012111,佐賀県神埼市,佐賀県立神埼高等学校,佐賀県神埼市神埼町本告牟田3076-2,,,,33.306062233592,130.36446172883,
75079,E4121000013111,佐賀県神埼市,倉谷避難所,佐賀県神埼市脊振町広滝3445-53,,,,33.374531,130.354803,
75080,E4121000014111,佐賀県神埼市,神埼市脊振交流センター,佐賀県神埼市脊振町広滝555-1,1,,,33.376595183594,130.32724904848,
75081,E4121000014121,佐賀県神埼市,神埼市脊振交流センター（２階和室）,佐賀県神埼市脊振町広滝555-1,1,,支援を必要とする高齢者、 妊婦、障がい者,33.3765951835938,130.32724904848,
75082,E4121000015111,佐賀県神埼市,脊振小学校,佐賀県神埼市脊振町広滝580,1,,,33.377341,130.327725,
75083,E4121000016111,佐賀県神埼市,脊振勤労者体育館,佐賀県神埼市脊振町広滝592-2,1,,,33.378017,130.328103,
75084,E4121000017111,佐賀県神埼市,脊振中学校武道場,佐賀県神埼市脊振町広滝594-1,,,,33.377941,130.327582,
75085,E4121000018111,佐賀県神埼市,ひのさと,佐賀県神埼市脊振町鹿路3017-3,,,,33.390222894129,130.29647193995,
75086,E4121000019111,佐賀県神埼市,鳥羽院山荘,佐賀県神埼市脊振町鹿路3496-1,,,,33.387349,130.287468,
75087,E4121000020111,佐賀県神埼市,久保山消防詰所,佐賀県神埼市脊振町服巻911-1,,,,33.41339,130.350545,
75088,E4121000021111,佐賀県神埼市,千代田中部小学校,佐賀県神埼市千代田町直鳥15-1,1,,,33.276344,130.374017,
75089,E4121000022111,佐賀県神埼市,神埼市千代田交流センター,佐賀県神埼市千代田町直鳥166-1,,,,33.273902,130.373924,
75090,E4121000022121,佐賀県神埼市,神埼市千代田交流センター（３階和室）,佐賀県神埼市千代田町直鳥166-1,,,支援を必要とする高齢者、 妊婦、障がい者,33.273902,130.373924,
75091,E4121000023111,佐賀県神埼市,次郎体育館,佐賀県神埼市千代田町直鳥166-2,,,,33.273219,130.374302,
75092,E4121000024111,佐賀県神埼市,千代田町文化会館,佐賀県神埼市千代田町直鳥57-1,,,,33.273113,130.375118,
75093,E4121000024112,佐賀県神埼市,千代田町保健センター,佐賀県神埼市千代田町直鳥57-1,,,,33.273164,130.375093,
75094,E4121000025111,佐賀県神埼市,千代田中学校,佐賀県神埼市千代田町直鳥929-1,1,,,33.269121,130.374318,
75095,E4121000026111,佐賀県神埼市,千代田東部小学校,佐賀県神埼市千代田町渡瀬1964,1,,,33.263019,130.393033,
75096,E4121000027111,佐賀県神埼市,千代田西部小学校,佐賀県神埼市千代田町餘江1496,1,,,33.26309,130.350527,
75097,E4132700002111,佐賀県吉野ヶ里町,吉野ヶ里公園駅コミュニティーホール,佐賀県吉野ヶ里町吉田252-1,1,,,33.325176768207,130.39899301509,
75098,E4132700003111,佐賀県吉野ヶ里町,三田川武道館,佐賀県吉野ヶ里町吉田283-2,1,,,33.32167,130.398342,
75099,E4132700004111,佐賀県吉野ヶ里町,三田川中学校,佐賀県吉野ヶ里町吉田303,1,,,33.320451477159,130.39819144048,
75100,E4132700005111,佐賀県吉野ヶ里町,中央公民館,佐賀県吉野ヶ里町吉田307,1,,,33.321167678483,130.39836275435,
75101,E4132700008111,佐賀県吉野ヶ里町,三田川児童館,佐賀県吉野ヶ里町吉田58-1,1,,,33.320344687379,130.39637517909,
75102,E4132700009111,佐賀県吉野ヶ里町,三田川小学校,佐賀県吉野ヶ里町吉田63-1,1,,,33.32215,130.396011,
75103,E4132700009112,佐賀県吉野ヶ里町,三田川小学校体育館,佐賀県吉野ヶ里町吉田63-1,1,,,33.32154672044,130.39568015161,
75104,E4132700010111,佐賀県吉野ヶ里町,吉野ヶ里保育園,佐賀県吉野ヶ里町吉田999,1,,,33.327011,130.400205,
75105,E4132700011111,佐賀県吉野ヶ里町,東脊振健康福祉センター　きらら館,佐賀県吉野ヶ里町三津775,1,,,33.35247,130.397829,
75106,E4132700011121,佐賀県吉野ヶ里町,東脊振健康福祉センター　きらら館,佐賀県吉野ヶ里町三津775,1,,,33.35247,130.397829,
75107,E4132700012111,佐賀県吉野ヶ里町,東脊振農村環境改善センター,佐賀県吉野ヶ里町三津777,1,,,33.3513479351032,130.397406023088,
75108,E4132700013111,佐賀県吉野ヶ里町,東脊振幼稚園,佐賀県吉野ヶ里町三津799,1,,,33.349943289366,130.39731093469,
75109,E4132700014111,佐賀県吉野ヶ里町,東脊振中学校,佐賀県吉野ヶ里町石動2709,1,,,33.350099471066,130.400749482,
75110,E4132700014112,佐賀県吉野ヶ里町,東脊振中学校体育館,佐賀県吉野ヶ里町石動2709,1,,,33.350428312566,130.40090101709,
75111,E4132700022111,佐賀県吉野ヶ里町,吉野ヶ里町文化体育館,佐賀県吉野ヶ里町石動2736,1,,,33.351367,130.400489,
75112,E4132700015111,佐賀県吉野ヶ里町,さざんか武道館,佐賀県吉野ヶ里町石動2757-4,1,,,33.351693,130.39926,
75113,E4132700016111,佐賀県吉野ヶ里町,東脊振小学校,佐賀県吉野ヶ里町石動2760-1,1,,,33.350229421219,130.3997087849,
75114,E4132700016112,佐賀県吉野ヶ里町,東脊振小学校体育館,佐賀県吉野ヶ里町石動2760-1,1,,,33.349525895662,130.39936814436,
75115,E4132700018111,佐賀県吉野ヶ里町,児童体育館,佐賀県吉野ヶ里町豆田1202,1,,,33.320314536341,130.3993748348,
75116,E4132700019111,佐賀県吉野ヶ里町,三田川健康福祉センター　ふれあい館,佐賀県吉野ヶ里町豆田1790,1,,,33.314259939784,130.39924065404,
75117,E4132700019121,佐賀県吉野ヶ里町,三田川健康福祉センター　ふれあい館,佐賀県吉野ヶ里町豆田1790,1,,,33.314259939784,130.39924065404,
75118,E4134100001111,佐賀県基山町,若基小学校,佐賀県基山町けやき台2-2,1,,,33.430957,130.528922,
75119,E4134100003111,佐賀県基山町,基山町多世代交流センター憩の家,佐賀県基山町大字宮浦1026-1,1,,,33.4222034284626,130.520908584653,
75120,E4134100003121,佐賀県基山町,基山町多世代交流センター憩の家,佐賀県基山町大字宮浦1026-1,1,,要配慮者,33.4222034284626,130.520908584653,
75121,E4134100004111,佐賀県基山町,基山小学校,佐賀県基山町大字宮浦41,1,,,33.421063,130.526624,
75122,E4134100005113,佐賀県基山町,基山町民会館,佐賀県基山町大字宮浦666,1,,,33.427052,130.524245,
75123,E4134100005111,佐賀県基山町,基山町保健センター,佐賀県基山町大字宮浦666,1,,,33.426621,130.522859,
75124,E4134100005112,佐賀県基山町,基山町総合体育館,佐賀県基山町大字宮浦666,1,,,33.427922,130.52408,
75125,E4134100005121,佐賀県基山町,基山町保健センター,佐賀県基山町大字宮浦666,1,,要配慮者,33.426621,130.522859,
75126,E4134100006111,佐賀県基山町,基山町合宿所,佐賀県基山町大字宮浦695-6,1,,,33.4285876377715,130.522576888197,
75127,E4134100006121,佐賀県基山町,基山町合宿所,佐賀県基山町大字宮浦695-6,1,,要配慮者,33.4285876377715,130.522576888197,
75128,E4134100007121,佐賀県基山町,基山っ子みらい館,佐賀県基山町大字宮浦759-1,1,,要配慮者,33.4269810816912,130.521399797149,
75129,E4134100007111,佐賀県基山町,基山っ子みらい館,佐賀県基山町大字宮浦759-1,1,,,33.4269810816912,130.521399797149,
75130,E4134100008111,佐賀県基山町,基山中学校,佐賀県基山町大字宮浦941,1,,,33.421613,130.524753,
75131,E4134500013114,佐賀県上峰町,江迎多目的研修集会施設,佐賀県上峰町大字江迎1174-1,,,,33.307236,130.430261,
75132,E4134500001111,佐賀県上峰町,おたっしゃ館,佐賀県上峰町大字前牟田107-2,1,,,33.309873,130.423855,
75133,E4134500003121,佐賀県上峰町,介護老人福祉施設　プルメリア,佐賀県上峰町大字前牟田1896,,,町が特定した者,33.313584,130.418352,
75134,E4134500004111,佐賀県上峰町,前牟田学習等共用施設,佐賀県上峰町大字前牟田429-1,,,,33.307252,130.413929,
75135,E4134500005111,佐賀県上峰町,農村婦人の家,佐賀県上峰町大字堤1923-11,,,,33.339481,130.421856,
75136,E4134500006111,佐賀県上峰町,屋形原公民館,佐賀県上峰町大字堤3163,1,,,33.349962,130.418023,
75137,E4134500007111,佐賀県上峰町,鳥越公民館,佐賀県上峰町大字堤4115-1,,,,33.357503,130.413547,
75138,E4134500008121,佐賀県上峰町,佐賀ケアセンターそよ風,佐賀県上峰町大字坊所1523-53,,,町が特定した者,33.330827,130.415116,
75139,E4134500009111,佐賀県上峰町,上峰町立上峰中学校体育館,佐賀県上峰町大字坊所235,,,,33.323495,130.421619,
75140,E4134500010111,佐賀県上峰町,上峰町体育センター,佐賀県上峰町大字坊所2650-2,,,,33.323767,130.42057,
75141,E4134500011111,佐賀県上峰町,上峰町民センター,佐賀県上峰町大字坊所319-4,1,,,33.318542,130.426084,
75142,E4134500012111,佐賀県上峰町,上峰町立上峰小学校体育館,佐賀県上峰町大字坊所651,,,,33.317531,130.423127,
75143,E4134600001111,佐賀県みやき町,みやき町立三根西小学校,佐賀県みやき町大字寄人1385,,,,33.286788,130.421571,
75144,E4134600003111,佐賀県みやき町,みやき町立中原小学校,佐賀県みやき町大字原古賀1363,1,,,33.350334,130.439778,
75145,E4134600019111,佐賀県みやき町,養基会館,佐賀県みやき町大字原古賀226-1,1,,,33.34342,130.44329,
75146,E4134600004111,佐賀県みやき町,佐賀県立三養基高校,佐賀県みやき町大字原古賀300,1,,,33.342582,130.443364,
75147,E4134600023111,佐賀県みやき町,中原特別支援学校,佐賀県みやき町大字原古賀7262-1,,,,33.339658,130.444496,
75148,E4134600022121,佐賀県みやき町,希望の家,佐賀県みやき町大字原古賀7425-2,,,,33.333146,130.445213,
75149,E4134600005111,佐賀県みやき町,北茂安体育館,佐賀県みやき町大字江口5128-2,,,,33.306389,130.458966,
75150,E4134600006111,佐賀県みやき町,みやき町農村環境改善センター,佐賀県みやき町大字市武1242,,,,33.298864,130.430594,
75151,E4134600007111,佐賀県みやき町,三根体育館,佐賀県みやき町大字市武1278-1,,,,33.298949,130.431141,
75152,E4134600008111,佐賀県みやき町,みやき町立三根中学校,佐賀県みやき町大字市武1661,,,,33.294005,130.432831,
75153,E4134600009121,佐賀県みやき町,特別養護老人ホーム　花のみね,佐賀県みやき町大字西島2730-1,,,,33.304078,130.449219,
75154,E4134600010121,佐賀県みやき町,特別養護老人ホーム　花のみね弐番館,佐賀県みやき町大字中津隈5919,,,,33.323749,130.446355,
75155,E4134600011111,佐賀県みやき町,みやき町立三根東小学校,佐賀県みやき町大字天建寺2400,,,,33.294824,130.448742,
75156,E4134600012111,佐賀県みやき町,みやき町立北茂安中学校,佐賀県みやき町大字東尾4435,1,,,33.335263,130.458779,
75157,E4134600013111,佐賀県みやき町,みやき町立北茂安小学校,佐賀県みやき町大字東尾640,,,,33.324769,130.457582,
75158,E4134600014111,佐賀県みやき町,みやき町コミュニティーセンター（こすもす館）,佐賀県みやき町大字東尾6436-2,,,,33.3182965017615,130.456739213448,
75159,E4134600020111,佐賀県みやき町,市村清記念メディカルコミュニティセンター,佐賀県みやき町大字白壁1074-3,,,,33.326643,130.475441,
75160,E4134600015121,佐賀県みやき町,特定医療法人光風会　ぱれっと,佐賀県みやき町大字白壁2927,,,,33.334065,130.468107,
75161,E4134600016114,佐賀県みやき町,働く婦人の家,佐賀県みやき町大字簑原1003-1,,,,33.345354,130.444204,
75162,E4134600016111,佐賀県みやき町,みやき町中原体育館,佐賀県みやき町大字簑原1003-1,,,,33.345723,130.444048,
75163,E4134600016112,佐賀県みやき町,働く婦人の家,佐賀県みやき町大字簑原1003-1,,,,33.345363,130.444182,
75164,E4134600016113,佐賀県みやき町,勤労青少年ホーム,佐賀県みやき町大字簑原1003-1,,,,33.346214,130.443945,
75165,E4134600017111,佐賀県みやき町,みやき町立中原中学校,佐賀県みやき町大字簑原1475,1,,,33.348031,130.447766,
75166,E4134600018121,佐賀県みやき町,特別養護老人ホーム　なかばる紀水苑,佐賀県みやき町大字簑原4260,,,,33.363994,130.450587,
75167,E4138700002121,佐賀県玄海町,玄海町次世代エネルギーパークあすぴあ,佐賀県玄海町大字今村4560-1,,左記のうち、事前に町が特定した者,要配慮者,33.51332,129.844751,
75168,E4138700004111,佐賀県玄海町,九州電力値賀寮体育館,佐賀県玄海町大字今村6316,1,,,33.502741,129.845266,
75169,E4138700007121,佐賀県玄海町,産業会館,佐賀県玄海町大字諸浦338-1,1,左記のうち、事前に町が特定した者,要配慮者,33.472534,129.874261,
75170,E4138700011111,佐賀県玄海町,唐津青翔高等学校,佐賀県玄海町大字新田1809-11,,,,33.465051,129.857627,
75171,E4138700012111,佐賀県玄海町,玄海町社会体育館,佐賀県玄海町大字新田1809-22,,,,33.468103,129.85386,
75172,E4138700012121,佐賀県玄海町,玄海町町民会館,佐賀県玄海町大字新田1809-22,,左記のうち、事前に町が特定した者,要配慮者,33.467618,129.854344,
75173,E4138700014121,佐賀県玄海町,玄海海上温泉パレア,佐賀県玄海町大字石田1369-3,1,左記のうち、事前に町が特定した者,要配慮者,33.47158,129.849345,
75174,E4138700026121,佐賀県玄海町,玄海町福祉施設,佐賀県玄海町大字平尾380-1,1,左記のうち、事前に町が特定した者,要配慮者,33.493726,129.851017,
75175,E4138700027121,佐賀県玄海町,特別養護老人ホーム玄海園,佐賀県玄海町大字平尾432-8,,左記のうち、事前に町が特定した者,要配慮者,33.493689,129.850157,
75176,E4138700028111,佐賀県玄海町,値賀第２コミュニティセンター,佐賀県玄海町大字平尾691,1,,,33.49637,129.846993,
